総合順位	No.	氏名	性別	居住地	総合記録	スイムラップ	S順	バイクラップ	B順	スプリット	通過	ランラップ	R順
773	55020	戸塚 由幸	男	静岡県	3:21:32	0:37:08	735	1:29:32	512	2:06:40	593	1:14:52	882
774	60018	土井 友義	男	岡山県	3:21:40	0:35:14	613	1:38:02	773	2:13:16	725	1:08:24	815
775	35079	須田 重人	男	東京都	3:21:45	0:47:36	936	1:41:12	825	2:28:48	897	0:52:57	393
776	55014	桜庭 孝宏	男	神奈川県	3:21:50	0:42:31	880	1:39:52	800	2:22:23	846	0:59:27	617
777	35151	松本 敦史	男	神奈川県	3:21:55	0:36:56	723	1:41:39	834	2:18:35	804	1:03:20	720
778	50054	清水 義明	男	埼玉県	3:22:02	0:35:47	646	1:41:24	830	2:17:11	782	1:04:51	755
779	30074	清水 宏益	男	神奈川県	3:22:19	0:39:38	824	1:37:11	750	2:16:49	780	1:05:30	765
780	30094	那須 匠	男	千葉県	3:22:22	0:36:08	672	1:43:08	856	2:19:16	809	1:03:06	713
781	30121	湯本 充範	男	埼玉県	3:22:24	0:45:26	915	1:37:36	760	2:23:02	854	0:59:22	613
782	40121	杉村 力一	男	東京都	3:22:29	0:34:53	593	1:39:19	789	2:14:12	739	1:08:17	813
783	40130	関口 直樹	男	神奈川県	3:22:58	0:37:19	742	1:41:07	823	2:18:26	796	1:04:32	746
784	50091	堀 義裕	男	東京都	3:22:59	0:29:42	234	1:52:15	925	2:21:57	841	1:01:02	659
785	45152	本多 弘	男	東京都	3:23:08	0:37:20	744	1:44:36	871	2:21:56	840	1:01:12	666
786	35184	景山 兼之介	男	神奈川県	3:23:11	0:33:32	492	1:37:03	746	2:10:35	689	1:12:36	860
787	45161	三木 弘之	男	神奈川県	3:23:14	0:40:59	855	1:40:35	812	2:21:34	833	1:01:40	679
788	55501	金子 秀子	女	東京都	3:23:15	0:33:13	457	1:46:27	893	2:19:40	817	1:03:35	725
789	45138	林 則行	男	東京都	3:23:34	0:35:00	599	1:42:20	846	2:17:20	784	1:06:14	779
790	40506	河渕 恵美	女	神奈川県	3:23:35	0:33:28	484	1:53:09	930	2:26:37	882	0:56:58	546
791	70004	関谷 興雄	男	東京都	3:23:35	0:37:22	746	1:37:14	753	2:14:36	744	1:08:59	827
792	45163	三隅 俊郎	男	神奈川県	3:23:44	0:38:45	796	1:36:44	736	2:15:29	760	1:08:15	812
793	45061	河野 初樹	男	東京都	3:23:47	0:36:19	682	1:46:13	889	2:22:32	849	1:01:15	669
794	40071	川合 信吾	男	東京都	3:23:57	0:40:24	840	1:36:48	739	2:17:12	783	1:06:45	788
795	45100	高橋 郁雄	男	愛知県	3:24:00	0:31:12	323	1:37:20	756	2:08:32	635	1:15:28	888
796	40170	西山 聡裕	男	東京都	3:24:01	0:42:46	886	1:39:59	801	2:22:45	850	1:01:16	670
797	40060	奥 崇	男	兵庫県	3:24:02	0:36:39	706	1:33:25	643	2:10:04	673	1:13:58	876
798	30035	生形 一貴	男	東京都	3:24:03	0:35:50	653	1:35:56	718	2:11:46	700	1:12:17	855
799	30511	山田 玲奈	女	東京都	3:24:04	0:36:22	687	1:51:20	924	2:27:42	891	0:56:22	532
800	30091	中村 俊行	男	神奈川県	3:24:08	0:39:29	817	1:44:42	874	2:24:11	865	0:59:57	633
801	50039	幸田 克平	男	千葉県	3:24:09	0:38:58	807	1:40:25	808	2:19:23	813	1:04:46	752
802	45053	木虎 雅人	男	東京都	3:24:18	0:32:47	430	1:44:51	877	2:17:38	789	1:06:40	786
803	30513	湯沢 香織	女	東京都	3:24:23	0:33:17	467	1:48:06	906	2:21:23	831	1:03:00	710
804	40120	杉田 貴紀	男	東京都	3:24:32	0:44:45	907	1:34:24	676	2:19:09	807	1:05:23	764
805	30504	角田 尚子	女	東京都	3:24:52	0:42:26	878	1:46:12	888	2:28:38	896	0:56:14	528
806	35164	本村 天	男	神奈川県	3:25:14	0:42:49	887	1:35:25	705	2:18:14	794	1:07:00	793
807	30078	関根 祐治	男	神奈川県	3:25:18	0:33:55	528	1:41:23	828	2:15:18	758	1:10:00	838
808	45108	田中 宏樹	男	沖縄県	3:25:23	0:50:10	943	1:33:38	653	2:23:48	863	1:01:35	676
809	45179	山本 真也	男	東京都	3:25:39	0:40:09	835	1:37:45	763	2:17:54	792	1:07:45	807
810	35177	吉野 猛彦	男	千葉県	3:25:46	0:37:19	741	1:37:54	769	2:15:13	754	1:10:33	844
811	45044	落合 孝之	男	東京都	3:25:57	0:43:19	895	1:37:51	768	2:21:10	828	1:04:47	753
812	60019	中島 安興	男	富山県	3:26:11	0:31:19	328	1:39:03	785	2:10:22	681	1:15:49	891
813	35008	Nelson Ryan	男	USA	3:26:14	0:32:21	401	1:43:11	857	2:15:32	761	1:10:42	845
814	45166	宮本 秀樹	男	東京都	3:26:25	0:34:39	578	1:47:45	903	2:22:24	847	1:04:01	735
815	55001	Wayne Alexander	男	USA	3:27:11	0:29:23	215	1:37:46	764	2:07:09	605	1:20:02	908
816	35163	目代 陽孝	男	埼玉県	3:27:12	0:45:34	916	1:32:34	618	2:18:08	793	1:09:04	828
817	40143	谷 雄生	男	千葉県	3:27:29	0:45:50	921	1:35:55	717	2:21:45	835	1:05:44	771
818	45018	石嵜 義雄	男	千葉県	3:27:38	0:42:58	889	1:36:21	725	2:19:19	812	1:08:19	814
819	30022	飯干 英成	男	東京都	3:27:44	0:35:36	631	1:36:40	734	2:12:16	709	1:15:28	887
820	35182	渡邊 基	男	神奈川県	3:27:53	0:38:17	781	1:35:45	711	2:14:02	736	1:13:51	875
821	40161	中村 健太郎	男	神奈川県	3:28:13	0:42:21	875	1:42:48	851	2:25:09	871	1:03:04	711
822	50059	杉内 克己	男	神奈川県	3:28:14	0:37:06	733	1:42:32	847	2:19:38	816	1:08:36	819
823	45043	奥山 秀夫	男	千葉県	3:28:32	0:38:06	776	1:30:50	561	2:08:56	642	1:19:36	906
824	25018	大下 幸一郎	男	東京都	3:28:50	0:44:47	908	1:42:41	850	2:27:28	888	1:01:22	671
825	25071	原口 剛嘉	男	東京都	3:28:52	0:38:13	779	1:40:15	805	2:18:28	798	1:10:24	842
826	40187	古本 憲一	男	神奈川県	3:28:57	0:40:16	837	1:38:57	784	2:19:13	808	1:09:44	834
827	30507	長谷川 史子	女	東京都	3:28:59	0:37:04	729	1:44:07	864	2:21:11	829	1:07:48	809
828	25042	坂本 八紘	男	東京都	3:29:44	0:43:41	900	1:36:24	727	2:20:05	820	1:09:39	832
829	50018	上田 正彦	男	大阪府	3:30:39	0:34:03	543	1:46:36	895	2:20:39	824	1:10:00	837
830	50026	加藤 伸一	男	神奈川県	3:30:49	0:42:19	873	1:44:52	878	2:27:11	885	1:03:38	727
831	50082	花澤 和男	男	神奈川県	3:30:50	0:33:42	511	1:42:12	844	2:15:54	767	1:14:56	884
832	45004	Ritter Diaz	男	Panamanian	3:30:51	0:36:46	712	1:55:11	936	2:31:57	914	0:58:54	595
833	50056	下鶴 真二郎	男	神奈川県	3:30:52	0:46:49	932	1:45:12	880	2:32:01	915	0:58:51	594
834	25022	大橋 誠	男	東京都	3:30:54	0:41:10	859	1:50:32	922	2:31:42	911	0:59:12	608
835	50010	安部 徹	男	東京都	3:31:00	0:31:45	353	1:49:08	912	2:20:53	827	1:10:07	839
836	35109	中村 好宏	男	愛知県	3:31:01	0:53:17	952	1:34:14	669	2:27:31	889	1:03:30	724
837	40104	佐藤 雅弘	男	東京都	3:31:06	0:40:37	844	1:40:08	803	2:20:45	826	1:10:21	841
838	65006	峰尾 昌欣	男	神奈川県	3:31:13	0:36:47	714	1:33:25	644	2:10:12	676	1:21:01	912
839	35142	細田 学	男	神奈川県	3:31:14	0:46:01	923	1:38:18	775	2:24:19	866	1:06:55	790
840	45063	輿水 誠司	男	静岡県	3:31:15	0:44:39	906	1:46:18	891	2:30:57	907	1:00:18	644
841	50109	綿野 潔治	男	東京都	3:31:20	0:29:02	194	1:18:34	105	1:47:36	111	1:43:44	940
842	45183	吉田 圭介	男	東京都	3:31:38	0:42:42	883	1:44:13	865	2:26:55	884	1:04:43	751
843	55023	長谷川 和男	男	神奈川県	3:31:43	0:47:11	935	1:44:35	870	2:31:46	913	0:59:57	632
844	45506	桑嶋 寿江	女	神奈川県	3:31:45	0:36:46	713	1:50:32	921	2:27:18	886	1:04:27	744
845	25035	木村 友貴	男	千葉県	3:31:48	0:45:10	913	1:37:43	761	2:22:53	853	1:08:55	825
846	45065	小林 成央	男	神奈川県	3:32:00	0:40:47	851	1:44:30	868	2:25:17	873	1:06:43	787
847	50097	宮崎 正二郎	男	東京都	3:32:09	0:36:27	694	1:46:47	897	2:23:14	857	1:08:55	824
848	55022	縄田 拓也	男	東京都	3:32:32	0:37:54	766	1:38:25	777	2:16:19	775	1:16:13	893
849	60022	則井 克己	男	東京都	3:32:35	0:35:02	600	1:40:59	821	2:16:01	770	1:16:34	895
850	50025	加藤 章二	男	東京都	3:33:19	0:49:05	940	1:41:00	822	2:30:05	903	1:03:14	716
851	50073	永末 尚幸	男	東京都	3:33:24	0:47:52	937	1:30:42	557	2:18:34	802	1:14:50	881
852	40022	朝日 健次	男	東京都	3:33:38	0:38:13	778	1:41:51	839	2:20:04	819	1:13:34	871
853	45509	田中 美香	女	東京都	3:33:45	0:43:13	892	1:43:07	855	2:26:20	880	1:07:25	800
854	30502	小駒 望	女	東京都	3:33:47	0:53:25	953	1:41:17	826	2:34:42	926	0:59:05	603
855	25093	渡邊 淳	男	東京都	3:33:54	0:37:58	771	1:36:11	722	2:14:09	737	1:19:45	907
856	35018	石村 公宏	男	東京都	3:34:47	0:40:39	847	1:41:23	827	2:22:02	843	1:12:45	862
857	40516	松井 亜希子	女	東京都	3:35:02	0:37:25	750	1:50:21	920	2:27:46	893	1:07:16	798
858	40140	竹田 和広	男	東京都	3:35:19	0:45:04	912	1:43:59	861	2:29:03	898	1:06:16	780
859	30042	岡沢 洋介	男	東京都	3:35:27	0:36:41	708	1:45:45	882	2:22:26	848	1:13:01	864
860	35517	滝沢 綾	女	神奈川県	3:35:30	0:35:06	603	1:48:39	910	2:23:45	862	1:11:45	851
861	35069	佐藤 次郎	男	神奈川県	3:35:38	0:28:32	168	1:41:09	824	2:09:41	661	1:25:57	923
862	50006	青木 博幸	男	埼玉県	3:35:53	0:43:15	893	1:44:50	876	2:28:05	894	1:07:48	808
863	40135	平 泰造	男	神奈川県	3:36:01	0:48:01	938	1:43:44	858	2:31:45	912	1:04:16	741
864	50506	角 香織	女	東京都	3:36:03	0:33:17	466	1:33:03	630	2:06:20	582	1:29:43	933
865	45119	徳江 寿之	男	神奈川県	3:36:05	0:36:03	668	1:26:18	377	2:02:21	482	1:33:44	935
866	40077	北野 克彦	男	神奈川県	3:36:09	0:44:51	909	1:47:32	902	2:32:23	918	1:03:46	731
867	55503	村田 里美	女	兵庫県	3:36:09	0:38:54	805	1:45:59	885	2:24:53	870	1:11:16	848
868	35055	北原 基成	男	千葉県	3:36:23	0:36:42	709	1:46:40	896	2:23:22	859	1:13:01	866
869	40199	松原 勝哉	男	東京都	3:36:39	0:49:49	942	1:40:50	820	2:30:39	906	1:06:00	774
870	30002	Bull Kenneth	男	USA	3:37:01	0:30:16	268	1:43:07	854	2:13:23	730	1:23:38	918
871	60016	竹野 典之	男	東京都	3:37:10	0:37:23	748	1:48:24	908	2:25:47	878	1:11:23	849
872	35180	和田 英明	男	東京都	3:37:14	0:39:54	830	1:42:10	843	2:22:04	844	1:15:10	885
873	70001	宇多村 勝	男	千葉県	3:37:17	0:43:18	894	1:44:05	863	2:27:23	887	1:09:54	836
874	40152	内藤 秀治郎	男	東京都	3:37:49	0:40:50	852	2:03:02	944	2:43:52	940	0:53:57	431
875	50019	上野 稔	男	東京都	3:37:49	0:27:39	123	1:35:52	713	2:03:31	519	1:34:18	936
876	30067	権田 高宗	男	神奈川県	3:37:56	0:53:44	954	1:41:25	831	2:35:09	929	1:02:47	706
877	50068	玉置 利成	男	東京都	3:37:56	0:39:08	811	1:43:55	860	2:23:03	855	1:14:53	883
878	50093	本村 直之	男	東京都	3:38:07	0:51:13	948	1:41:50	837	2:33:03	921	1:05:04	758
879	60004	伊藤 俊二	男	東京都	3:38:56	0:52:47	951	1:50:03	919	2:42:50	939	0:56:06	519
880	50108	渡辺 雅人	男	東京都	3:39:17	0:33:38	504	1:44:56	879	2:18:34	803	1:20:43	911
881	50021	内田 考一	男	埼玉県	3:39:29	0:37:35	752	1:39:45	798	2:17:20	785	1:22:09	917
882	55005	太田 裕生	男	埼玉県	3:39:32	0:45:44	919	1:39:41	793	2:25:25	875	1:14:07	877
883	60027	和田 雅幸	男	埼玉県	3:39:32	0:34:22	561	1:35:54	715	2:10:16	678	1:29:16	931
884	55011	小島 久直	男	愛知県	3:39:57	0:39:03	808	1:42:38	849	2:21:41	834	1:18:16	900
885	35048	金子 祐司	男	神奈川県	3:40:05	0:37:58	772	1:53:20	931	2:31:18	909	1:08:47	823
886	35502	荒川 友紀	女	神奈川県	3:40:06	0:33:27	482	2:00:56	943	2:34:23	924	1:05:43	769
887	40124	鈴木 隆幸	男	東京都	3:40:25	0:38:29	786	1:36:17	724	2:14:46	748	1:25:39	921
888	60007	上野 昭男	男	東京都	3:40:52	0:42:21	874	1:49:11	913	2:31:32	910	1:09:20	829
889	55016	芝崎 一郎	男	神奈川県	3:40:53	0:38:18	782	1:44:28	867	2:22:46	851	1:18:07	899
890	30099	東 健司	男	神奈川県	3:41:02	0:50:12	944	1:31:41	585	2:21:53	837	1:19:09	903
891	35524	三渡 範子	女	神奈川県	3:41:22	0:42:30	879	1:45:50	884	2:28:20	895	1:13:02	867
892	35047	金村 斉	男	京都府	3:41:22	0:41:45	864	1:46:00	886	2:27:45	892	1:13:37	873
893	35108	中村 洋一	男	東京都	3:41:30	0:41:51	866	1:47:48	904	2:29:39	902	1:11:51	852
894	70005	津田 昌利	男	神奈川県	3:41:39	0:42:12	870	1:52:37	927	2:34:49	927	1:06:50	789
895	40126	鈴木 泰彦	男	東京都	3:41:57	0:42:16	871	1:48:02	905	2:30:18	904	1:11:39	850
896	35519	半田 智美	女	神奈川県	3:42:08	0:46:26	927	1:46:07	887	2:32:33	919	1:09:35	830
897	50023	大竹 功一	男	神奈川県	3:42:11	0:43:32	898	1:54:35	933	2:38:07	934	1:04:04	736
898	75002	阪本 一雄	男	大阪府	3:42:17	0:36:58	724	1:55:04	934	2:32:02	916	1:10:15	840
899	45174	両角 博志	男	神奈川県	3:42:22	0:38:42	792	1:38:42	781	2:17:24	786	1:24:58	919
900	35102	富永 能安	男	東京都	3:42:35	0:43:05	891	1:46:25	892	2:29:30	900	1:13:05	868
901	60015	武田 清海	男	神奈川県	3:43:24	0:37:05	731	1:39:43	794	2:16:48	779	1:26:36	924
902	40017	赤川 隆一	男	東京都	3:43:37	0:35:49	652	1:46:17	890	2:22:06	845	1:21:31	913
903	40032	伊佐山 大智	男	神奈川県	3:43:45	0:42:22	876	1:58:12	939	2:40:34	937	1:03:11	715
904	40110	式場 茂	男	神奈川県	3:44:02	0:42:18	872	1:47:03	898	2:29:21	899	1:14:41	880
905	40020	朝倉 昇誠	男	東京都	3:44:10	0:50:28	946	1:33:31	649	2:23:59	864	1:20:11	910
906	40222	山田 雄一	男	神奈川県	3:44:28	0:46:23	925	1:37:58	771	2:24:21	867	1:20:07	909
907	50029	川上 義雄	男	神奈川県	3:44:28	0:37:38	755	1:48:06	907	2:25:44	877	1:18:44	901
908	45511	出見 京子	女	愛知県	3:44:38	0:46:41	928	1:50:40	923	2:37:21	932	1:07:17	799
909	45037	大橋 武夫	男	東京都	3:45:44	0:33:28	485	2:03:45	945	2:37:13	931	1:08:31	817
910	45191	渡 次雄	男	東京都	3:45:59	0:45:50	920	1:40:48	816	2:26:38	883	1:19:21	905
911	45054	木村 俊一	男	神奈川県	3:46:00	0:36:12	677	1:56:37	937	2:32:49	920	1:13:11	869
912	35100	塚田 洋平	男	神奈川県	3:46:41	0:56:43	957	1:37:50	767	2:34:33	925	1:12:08	853
913	40151	冨川 成久	男	愛知県	3:46:42	0:45:24	914	1:45:45	883	2:31:09	908	1:15:33	889
914	25081	松浦 礼	男	東京都	3:47:01	0:36:25	693	1:54:10	932	2:30:35	905	1:16:26	894
915	65002	信田 勇郎	男	東京都	3:48:55	0:38:52	802	1:41:43	835	2:20:35	823	1:28:20	928
916	35137	福成 洋	男	東京都	3:49:02	0:38:37	791	1:44:40	873	2:23:17	858	1:25:45	922
917	40107	志賀 健	男	東京都	3:49:10	0:46:25	926	1:47:19	900	2:33:44	922	1:15:26	886
918	40201	三澤 康行	男	東京都	3:51:26	0:43:03	890	1:46:27	894	2:29:30	901	1:21:56	916
919	50050	佐藤 友紀	男	神奈川県	3:51:59	0:54:11	955	1:40:47	815	2:34:58	928	1:17:01	896
920	50061	鈴木 和実	男	神奈川県	3:52:15	0:38:00	773	1:43:59	862	2:21:59	842	1:30:16	934
921	75001	碇 岩雄	男	東京都	3:52:32	0:37:18	740	1:47:32	901	2:24:50	869	1:27:42	926
922	30106	松岡 岳大	男	東京都	3:54:31	0:35:56	658	1:49:47	916	2:25:43	876	1:28:48	930
923	45501	Ma Siu Fong	女	東京都	3:55:23	0:50:15	945	1:59:02	940	2:49:17	943	1:06:06	775
924	60502	伊藤 洋子	女	東京都	3:56:01	0:42:11	868	1:45:23	881	2:27:34	890	1:28:27	929
925	45009	赤間 与志仁	男	宮城県	3:56:45	0:35:49	651	1:42:51	853	2:18:40	805	1:38:05	938
926	30011	間原 啓之	男	愛知県	3:57:07	0:41:45	865	2:06:37	946	2:48:22	942	1:08:45	822
927	40219	山口 英司	男	埼玉県	3:57:54	0:57:33	958	1:44:22	866	2:41:55	938	1:15:59	892
928	30018	阿部 高志	男	東京都	3:58:50	0:46:42	929	1:52:51	928	2:39:33	935	1:19:17	904
929	45117	出見 靖	男	愛知県	4:00:51	0:44:25	903	1:49:42	915	2:34:07	923	1:26:44	925
930	45007	青木 佳朗	男	神奈川県	4:01:33	0:33:13	459	1:49:59	918	2:23:12	856	1:38:21	939
931	35127	蜂屋 智	男	神奈川県	4:01:35	0:35:44	642	2:00:15	941	2:35:59	930	1:25:36	920
932	50041	輿石 睦	男	東京都	4:01:38	0:39:27	814	2:00:37	942	2:40:04	936	1:21:34	914
933	25092	渡辺 淳	男	東京都	4:02:24	0:37:32	751	1:47:11	899	2:24:43	868	1:37:41	937
934	50504	小林 和代	女	茨城県	4:02:43	1:23:44	961	1:38:48	782	3:02:32	947	1:00:11	638
935	60013	小林 英夫	男	香川県	4:05:53	0:49:05	941	1:55:08	935	2:44:13	941	1:21:40	915
936	45026	海野 浩	男	東京都	4:06:03	0:39:55	831	1:57:58	938	2:37:53	933	1:28:10	927
937	25504	高橋 慧	女	神奈川県	4:06:48	0:58:45	959	1:52:20	926	2:51:05	944	1:15:43	890
938	50055	七五三掛 三津男	男	茨城県	4:13:30	1:18:01	960	1:49:04	911	3:07:05	949	1:06:25	782
939	55032	山崎 正司	男	神奈川県	4:15:58	0:41:23	862	1:41:26	832	2:22:49	852	1:53:09	941
940	35133	平間 一	男	東京都	4:18:01	0:51:49	949	2:12:30	948	3:04:19	948	1:13:42	874
941	70501	山崎 明子	女	神奈川県	4:30:50	0:52:28	950	2:08:48	947	3:01:16	946	1:29:34	932
DQ	30024	石田 真澄	男	東京都		0:57:28							
DQ	30095	萩尾 陽平	男	東京都	2:22:48	0:24:21		1:25:22		1:49:43		0:33:05	
DQ	35083	曽我 匡	男	埼玉県	2:56:25								
DQ	35112	成内 英介	男	東京都	2:29:35	0:44:53		1:33:32		2:18:25		0:11:10	
DQ	40059	岡村 靖	男	神奈川県	3:15:04	0:46:03		1:26:18		2:12:21		1:02:43	
DQ	40156	仲宗根 一郎	男	神奈川県	2:24:32	0:30:57		1:27:51		1:58:48		0:25:44	
DQ	45024	稲葉 修孝	男	東京都	2:37:01	0:32:36		1:31:18		2:03:54		0:33:07	
DQ	50072	長江 一平	男	千葉県	3:10:34	0:33:46		1:19:40		1:53:26		1:17:08	
DQ	50508	山下 桂子	女	三重県	2:49:42	0:40:52		1:14:15		1:55:07		0:54:35	
DQ	75003	広田 斎典	男	埼玉県	3:20:26	0:41:58		1:54:23		2:36:21		0:44:05	
DNF	25037	小沼 大地	男	東京都		0:35:17	615	1:35:11	696	2:10:28	685		
DNF	30006	Minbong Ryu	男	Korea		0:37:38	756	1:35:28	706	2:13:06	720		
DNF	30039	太田 真矢	男	神奈川県		0:35:42	639	1:49:34	914	2:25:16	872		
DNF	35086	高橋 豪一	男	東京都		0:21:22	4	1:06:13	1	1:27:35	1		
DNF	35113	西 大治郎	男	東京都		0:36:55	722	1:41:52	840	2:18:47	806		
DNF	40154	永井 克明	男	神奈川県		0:30:59	310	1:22:32	222	1:53:31	236		
DNF	45013	阿佐部 英弘	男	大阪府		0:36:48	715	2:15:57	949	2:52:45	945		
DNF	50075	中田 誠	男	神奈川県		0:33:22	477	1:28:09	463	2:01:31	456		
DNF	25032	岸 智則	男	神奈川県		0:32:29	412						
DNF	25039	近藤 健介	男	東京都		0:55:50	956						
DNF	25087	安本 佑	男	東京都		0:38:12	777						
DNF	30037	遠藤 隆洋	男	神奈川県		0:27:12	109						
DNF	35042	皆藤 聡一郎	男	神奈川県		0:32:05	385						
DNF	35088	竹田 宏之	男	東京都		0:42:22	877						
DNF	40142	店橋 敏途	男	東京都		0:29:02	195						
DNF	45064	越山 淳	男	神奈川県		0:33:50	520						
DNF	45510	丹 三枝子	女	神奈川県		0:32:19	395						
DNF	50067	高水 暢彦	男	東京都		0:28:04	136						
DNF	50096	水城 淳	男	神奈川県		0:38:44	794						
DNF	65001	磯川 正教	男	神奈川県		0:39:47	828						
DNF	25010	伊藤 彰人	男	愛知県									
DNF	25044	佐々木 翔	男	神奈川県									
DNF	30020	安藤 宏人	男	埼玉県									
DNF	30088	遠山 真一	男	神奈川県									
DNF	30103	藤原 明彦	男	神奈川県									
DNF	35135	広瀬 孝司	男	神奈川県									
DNF	40225	山本 恵司	男	神奈川県									
DNF	45085	嶋田 俊彦	男	東京都									
DNF	60014	佐藤 継郎	男	東京都
